userid,probability
55732,0.082000000000000003
55733,0.13
55734,0.094
55735,0.13471088657900304
55736,0.26092229064525191
55737,0.25163637562967822
55738,0.20399999999999999
55739,0.39600000000000002
55740,0.23516958510237895
55741,0.26092229064525191
55742,0.051999999999999998
55743,0.025999999999999999
55744,0.016
55745,0.040000000000000001
55746,0.032000000000000001
55747,0.016
55748,0.41577082050834291
55749,0.082716481109043061
55750,0.0060000000000000001
55751,0.10365501774236098
55752,0.24683030140422757
55753,0.22231325477342731
55754,0.23759273916102164
55755,0.0040000000000000001
55756,0.058000000000000003
55757,0.17000000000000001
55758,0.0044173913043478261
55759,0.062
55760,0.10199999999999999
55761,0.15856814333066432
55762,0.0060000000000000001
55763,0.13471088657900304
55764,0.025999999999999999
55765,0.48016048187571186
55766,0.012
55767,0.154
55768,0.1676113752237342
55769,0.11799999999999999
55770,0.058000000000000003
55771,0.36599999999999999
55772,0.13772331458022041
55773,0.2023836022608668
55774,0.29945237813053932
55775,0.19271925577906282
55776,0.0080000000000000002
55777,0.059999999999999998
55778,0.2172370829760327
55779,0.28595812080387428
55780,0.058000000000000003
55781,0.18586351497031042
55782,0.13200000000000001
55783,0.059999999999999998
55784,0.025999999999999999
55785,0.016
55786,0.0040000000000000001
55787,0.062
55788,0.082000000000000003
55789,0.0
55790,0.012
55791,0.11799999999999999
55792,0.19272336461015571
55793,0.16729961288878903
55794,0.16431096139812526
55795,0.029999999999999999
55796,0.15237954764727654
55797,0.2840209831993043
55798,0.01
55799,0.078
55800,0.38200171723782389
55801,0.0040000000000000001
55802,0.126
55803,0.63781407543050261
55804,0.114
55805,0.2023836022608668
55806,0.21697278893501398
55807,0.037999999999999999
55808,0.23759273916102164
55809,0.051999999999999998
55810,0.0
55811,0.053999999999999999
55812,0.1676113752237342
55813,0.10199999999999999
55814,0.38200171723782389
55815,0.27975971326072407
55816,0.15735025653181808
55817,0.073999999999999996
55818,0.059999999999999998
55819,0.059999999999999998
55820,0.18717440579665157
55821,0.26783980484392145
55822,0.13200000000000001
55823,0.02
55824,0.042000000000000003
55825,0.124
55826,0.24887961665976183
55827,0.032000000000000001
55828,0.17399999999999999
55829,0.025999999999999999
55830,0.012
55831,0.23768495294479416
55832,0.025999999999999999
55833,0.017999999999999999
55834,0.23895047020697535
55835,0.2840209831993043
55836,0.0080000000000000002
55837,0.021999999999999999
55838,0.051999999999999998
55839,0.23759273916102164
55840,0.18305268090000673
55841,0.096000000000000002
55842,0.3307821983437349
55843,0.25168572407155804
55844,0.075999999999999998
55845,0.2384910876170086
55846,0.17799999999999999
55847,0.070000000000000007
55848,0.091999999999999998
55849,0.062701234589036176
55850,0.14399999999999999
55851,0.11799999999999999
55852,0.024
55853,0.16431096139812526
55854,0.0
55855,0.096000000000000002
55856,0.080000000000000002
55857,0.021999999999999999
55858,0.25986895340204075
55859,0.084000000000000005
55860,0.30070464011239345
55861,0.016
55862,0.017999999999999999
55863,0.035999999999999997
55864,0.084000000000000005
55865,0.082000000000000003
55866,0.25986895340204075
55867,0.037999999999999999
55868,0.19119237694727514
55869,0.029999999999999999
55870,0.0060000000000000001
55871,0.075999999999999998
55872,0.25
55873,0.2840209831993043
55874,0.002
55875,0.021999999999999999
55876,0.021999999999999999
55877,0.14599999999999999
55878,0.029999999999999999
55879,0.2840209831993043
55880,0.082000000000000003
55881,0.17199999999999999
55882,0.2854844502245632
55883,0.2854844502245632
55884,0.017999999999999999
55885,0.122
55886,0.13518041567787958
55887,0.14000000000000001
55888,0.312
55889,0.20431910162737371
55890,0.16264243178048579
55891,0.096000000000000002
55892,0.20799999999999999
55893,0.26783980484392145
55894,0.032000000000000001
55895,0.26783980484392145
55896,0.053999999999999999
55897,0.051999999999999998
55898,0.1876660692764103
55899,0.048000000000000001
55900,0.18734431147284253
55901,0.024
55902,0.01
55903,0.13471088657900304
55904,0.084000000000000005
55905,0.17199999999999999
55906,0.2607354157336268
55907,0.024
55908,0.058000000000000003
55909,0.045999999999999999
55910,0.051999999999999998
55911,0.025999999999999999
55912,0.032000000000000001
55913,0.078
55914,0.032000000000000001
55915,0.02
55916,0.16400000000000001
55917,0.13471088657900304
55918,0.35947436671558114
55919,0.13679342805126349
55920,0.062
55921,0.2023836022608668
55922,0.0080000000000000002
55923,0.23768495294479416
55924,0.035999999999999997
55925,0.068000000000000005
55926,0.15152493431595065
55927,0.0060000000000000001
55928,0.23895047020697535
55929,0.19119237694727514
55930,0.14267118986456997
55931,0.3307821983437349
55932,0.13200000000000001
55933,0.28599999999999998
55934,0.043999999999999997
55935,0.25642719099704836
55936,0.094
55937,0.104
55938,0.2428529916688133
55939,0.27975971326072407
55940,0.13600000000000001
55941,0.23759273916102164
55942,0.040000000000000001
55943,0.24887961665976183
55944,0.10199999999999999
55945,0.017999999999999999
55946,0.0060000000000000001
55947,0.18550158730158745
55948,0.051999999999999998
55949,0.13600000000000001
55950,0.23013982389302967
55951,0.18377202734202222
55952,0.01
55953,0.10000000000000001
55954,0.10199999999999999
55955,0.016
55956,0.25572900128517179
55957,0.26092229064525191
55958,0.29850540879052073
55959,0.14999999999999999
55960,0.15856814333066432
55961,0.11581526104417671
55962,0.15856814333066432
55963,0.034000000000000002
55964,0.13772331458022041
55965,0.017999999999999999
55966,0.21697278893501398
55967,0.01
55968,0.059999999999999998
55969,0.26092229064525191
55970,0.11834919625549513
55971,0.080000000000000002
55972,0.082000000000000003
55973,0.012
55974,0.23759273916102164
55975,0.60719084219281327
55976,0.042000000000000003
55977,0.029999999999999999
55978,0.070000000000000007
55979,0.012
55980,0.24887961665976183
55981,0.26783980484392145
55982,0.043999999999999997
55983,0.124
55984,0.2840209831993043
55985,0.26783980484392145
55986,0.0
55987,0.42313032806427231
55988,0.0080000000000000002
55989,0.035999999999999997
55990,0.050000000000000003
55991,0.070000000000000007
55992,0.060666666666666674
55993,0.062
55994,0.24887961665976183
55995,0.27795530625704112
55996,0.0040000000000000001
55997,0.25642719099704836
55998,0.3307821983437349
55999,0.2840209831993043
56000,0.18734431147284253
56001,0.040000000000000001
56002,0.27975971326072407
56003,0.27795530625704112
56004,0.032000000000000001
56005,0.089999999999999997
56006,0.24683030140422757
56007,0.035999999999999997
56008,0.2172370829760327
56009,0.13770685645404687
56010,0.059999999999999998
56011,0.034000000000000002
56012,0.25572900128517179
56013,0.0
56014,0.20066888879094619
56015,0.029999999999999999
56016,0.47799999999999998
56017,0.066000000000000003
56018,0.021999999999999999
56019,0.29850540879052073
56020,0.20007161359452402
56021,0.15856814333066432
56022,0.028000000000000001
56023,0.27975971326072407
56024,0.14999999999999999
56025,0.016
56026,0.059499999999999997
56027,0.25572900128517179
56028,0.035999999999999997
56029,0.23895047020697535
56030,0.25328855763108116
56031,0.29850540879052073
56032,0.43494453466047162
56033,0.0060000000000000001
56034,0.050000000000000003
56035,0.064000000000000001
56036,0.35199999999999998
56037,0.084000000000000005
56038,0.36188027088561525
56039,0.056000000000000001
56040,0.0080000000000000002
56041,0.2854844502245632
56042,0.3307821983437349
56043,0.222
56044,0.23895047020697535
56045,0.2924019208227176
56046,0.0080000000000000002
56047,0.26952179432113532
56048,0.051999999999999998
56049,0.17399999999999999
56050,0.025999999999999999
56051,0.16431096139812526
56052,0.2840209831993043
56053,0.037999999999999999
56054,0.30543483740546384
56055,0.053999999999999999
56056,0.25842313542797735
56057,0.216
56058,0.048000000000000001
56059,0.043999999999999997
56060,0.045999999999999999
56061,0.14000000000000001
56062,0.01
56063,0.035999999999999997
56064,0.040000000000000001
56065,0.002
56066,0.037999999999999999
56067,0.083333333333333343
56068,0.32214925286233231
56069,0.24887961665976183
56070,0.25201840360452599
56071,0.2428529916688133
56072,0.26920312653497419
56073,0.073977982800840184
56074,0.040000000000000001
56075,0.23759273916102164
56076,0.064000000000000001
56077,0.26092229064525191
56078,0.043999999999999997
56079,0.048000000000000001
56080,0.13200000000000001
56081,0.029999999999999999
56082,0.29850540879052073
56083,0.15850525781854619
56084,0.2854844502245632
56085,0.2854844502245632
56086,0.024
56087,0.35947436671558114
56088,0.3307821983437349
56089,0.23759273916102164
56090,0.0040000000000000001
56091,0.19271925577906282
56092,0.31082646446185108
56093,0.053999999999999999
56094,0.068000000000000005
56095,0.2438872724830021
56096,0.040000000000000001
56097,0.20399999999999999
56098,0.26092229064525191
56099,0.29850540879052073
56100,0.0
56101,0.26783980484392145
56102,0.050000000000000003
56103,0.084000000000000005
56104,0.27566287186783339
56105,0.024
56106,0.042000000000000003
56107,0.17199999999999999
56108,0.22270030041166292
56109,0.50795751609963602
56110,0.16035007668540219
56111,0.15850525781854619
56112,0.058000000000000003
56113,0.053999999999999999
56114,0.024
56115,0.33200000000000002
56116,0.035999999999999997
56117,0.2282551406705226
56118,0.26952179432113532
56119,0.26783980484392145
56120,0.16431096139812526
56121,0.55657523508483198
56122,0.14399999999999999
56123,0.059999999999999998
56124,0.104
56125,0.13471088657900304
56126,0.26406361135927875
56127,0.2854844502245632
56128,0.062
56129,0.0080000000000000002
56130,0.058000000000000003
56131,0.29850540879052073
56132,0.091999999999999998
56133,0.043999999999999997
56134,0.029999999999999999
56135,0.2854844502245632
56136,0.050000000000000003
56137,0.056000000000000001
56138,0.071999999999999995
56139,0.17799999999999999
56140,0.078
56141,0.25201840360452599
56142,0.087999999999999995
56143,0.16431096139812526
56144,0.19800000000000001
56145,0.068000000000000005
56146,0.029999999999999999
56147,0.30070464011239345
56148,0.024
56149,0.16729961288878903
56150,0.059999999999999998
56151,0.161
56152,0.025999999999999999
56153,0.2840209831993043
56154,0.028000000000000001
56155,0.070000000000000007
56156,0.032000000000000001
56157,0.26920312653497419
56158,0.098000000000000004
56159,0.17751687557592805
56160,0.16
56161,0.25642719099704836
56162,0.34999999999999998
56163,0.2840209831993043
56164,0.037999999999999999
56165,0.19400000000000001
56166,0.23895047020697535
56167,0.0060000000000000001
56168,0.13772331458022041
56169,0.2854844502245632
56170,0.032000000000000001
56171,0.012
56172,0.27975971326072407
56173,0.27975971326072407
56174,0.058000000000000003
56175,0.60719084219281327
56176,0.02
56177,0.29436742905752616
56178,0.064000000000000001
56179,0.2854844502245632
56180,0.002
56181,0.029999999999999999
56182,0.27795530625704112
56183,0.094909698605936441
56184,0.26406361135927875
56185,0.014
56186,0.23759273916102164
56187,0.062
56188,0.043999999999999997
56189,0.035999999999999997
56190,0.058000000000000003
56191,0.059999999999999998
56192,0.02
56193,0.13200000000000001
56194,0.094
56195,0.0080000000000000002
56196,0.2428529916688133
56197,0.2023836022608668
56198,0.1676113752237342
56199,0.012
56200,0.021999999999999999
56201,0.25836346251734932
56202,0.014
56203,0.15114562797262818
56204,0.068000000000000005
56205,0.26952179432113532
56206,0.2854844502245632
56207,0.021999999999999999
56208,0.25842313542797735
56209,0.25842313542797735
56210,0.18377202734202222
56211,0.25163637562967822
56212,0.24887961665976183
56213,0.26952179432113532
56214,0.1876660692764103
56215,0.094666666666666663
56216,0.2854844502245632
56217,0.15237489078688773
56218,0.2428529916688133
56219,0.2172370829760327
56220,0.31082646446185108
56221,0.048000000000000001
56222,0.2840209831993043
56223,0.017999999999999999
56224,0.078
56225,0.025999999999999999
56226,0.25163637562967822
56227,0.045999999999999999
56228,0.042000000000000003
56229,0.082000000000000003
56230,0.19400000000000001
56231,0.25191843918627854
56232,0.056000000000000001
56233,0.045999999999999999
56234,0.064000000000000001
56235,0.2840209831993043
56236,0.28177220931170011
56237,0.2023836022608668
56238,0.025999999999999999
56239,0.0080000000000000002
56240,0.0060000000000000001
56241,0.18991678303262549
56242,0.024
56243,0.2607354157336268
56244,0.29897018005991471
56245,0.25118950075857732
56246,0.23759273916102164
56247,0.16800000000000001
56248,0.25168572407155804
56249,0.27795530625704112
56250,0.25163637562967822
56251,0.36188027088561525
56252,0.1936474729055051
56253,0.23759273916102164
56254,0.021999999999999999
56255,0.19119237694727514
56256,0.085999999999999993
56257,0.45167658403687783
56258,0.043999999999999997
56259,0.2840209831993043
56260,0.74233513911493509
56261,0.029999999999999999
56262,0.34335634448561148
56263,0.218
56264,0.26783980484392145
56265,0.50887397814603652
56266,0.13471088657900304
56267,0.124
56268,0.068000000000000005
56269,0.0040000000000000001
56270,0.085999999999999993
56271,0.28582350391610828
56272,0.16729961288878903
56273,0.2854844502245632
56274,0.28486702012419951
56275,0.025999999999999999
56276,0.4577133241144522
56277,0.26783980484392145
56278,0.25201840360452599
56279,0.028000000000000001
56280,0.23895047020697535
56281,0.2840209831993043
56282,0.15668134183508062
56283,0.26092229064525191
56284,0.040000000000000001
56285,0.0080000000000000002
56286,0.017999999999999999
56287,0.29897018005991471
56288,0.34999999999999998
56289,0.021999999999999999
56290,0.062
56291,0.042000000000000003
56292,0.28177220931170011
56293,0.082000000000000003
56294,0.2840209831993043
56295,0.04499698673302456
56296,0.26783980484392145
56297,0.24887961665976183
56298,0.059999999999999998
56299,0.21941019112678264
56300,0.082000000000000003
56301,0.0
56302,0.2282551406705226
56303,0.21941019112678264
56304,0.002
56305,0.2840209831993043
56306,0.02
56307,0.0040000000000000001
56308,0.037999999999999999
56309,0.25328855763108116
56310,0.29850540879052073
56311,0.40800353535353551
56312,0.104
56313,0.002
56314,0.024
56315,0.11799999999999999
56316,0.24887961665976183
56317,0.14311355979300092
56318,0.2282551406705226
56319,0.13471088657900304
56320,0.012
56321,0.2069084212610377
56322,0.2840209831993043
56323,0.23759273916102164
56324,0.2282551406705226
56325,0.064000000000000001
56326,0.2854844502245632
56327,0.20431910162737371
56328,0.15856814333066432
56329,0.23759273916102164
56330,0.080000000000000002
56331,0.0092923301099771677
56332,0.35999999999999999
56333,0.18377202734202222
56334,0.126
56335,0.17399999999999999
56336,0.037999999999999999
56337,0.29897018005991471
56338,0.021999999999999999
56339,0.066000000000000003
56340,0.182
56341,0.20007161359452402
56342,0.068000000000000005
56343,0.29897018005991471
56344,0.2840209831993043
56345,0.10000000000000001
56346,0.029999999999999999
56347,0.040000000000000001
56348,0.017999999999999999
56349,0.2840209831993043
56350,0.02
56351,0.021999999999999999
56352,0.29897018005991471
56353,0.016
56354,0.016
56355,0.051999999999999998
56356,0.124
56357,0.22270030041166292
56358,0.246
56359,0.29897018005991471
56360,0.1676113752237342
56361,0.23759273916102164
56362,0.16431096139812526
56363,0.24683030140422757
56364,0.016
56365,0.35273690205293318
56366,0.11799999999999999
56367,0.38693341103341117
56368,0.021999999999999999
56369,0.10365501774236098
56370,0.13518041567787958
56371,0.029999999999999999
56372,0.26783980484392145
56373,0.48355804069279351
56374,0.26920312653497419
56375,0.0080000000000000002
56376,0.27975971326072407
56377,0.14999999999999999
56378,0.28177220931170011
56379,0.053999999999999999
56380,0.028000000000000001
56381,0.075999999999999998
56382,0.23768495294479416
56383,0.2840209831993043
56384,0.045999999999999999
56385,0.032000000000000001
56386,0.084000000000000005
56387,0.058000000000000003
56388,0.25328855763108116
56389,0.13471088657900304
56390,0.2172370829760327
56391,0.28177220931170011
56392,0.051999999999999998
56393,0.021999999999999999
56394,0.27975971326072407
56395,0.24683030140422757
56396,0.2840209831993043
56397,0.050000000000000003
56398,0.21638696411115796
56399,0.2854844502245632
56400,0.27975971326072407
56401,0.29599999999999999
56402,0.15237954764727654
56403,0.045999999999999999
56404,0.028000000000000001
56405,0.50585258578710579
56406,0.0080000000000000002
56407,0.28262913738496709
56408,0.2604754618737109
56409,0.082000000000000003
56410,0.43354366802351874
56411,0.11
56412,0.056000000000000001
56413,0.28262913738496709
56414,0.16729961288878903
56415,0.051999999999999998
56416,0.1676113752237342
56417,0.056000000000000001
56418,0.2854844502245632
56419,0.26952179432113532
56420,0.080000000000000002
56421,0.051999999999999998
56422,0.017999999999999999
56423,0.23516958510237895
56424,0.2172370829760327
56425,0.2155280610337163
56426,0.025999999999999999
56427,0.2172370829760327
56428,0.23759273916102164
56429,0.025999999999999999
56430,0.032000000000000001
56431,0.2428529916688133
56432,0.2607354157336268
56433,0.23759273916102164
56434,0.068000000000000005
56435,0.017999999999999999
56436,0.29436742905752616
56437,0.2385038549282614
56438,0.26920312653497419
56439,0.2428529916688133
56440,0.080000000000000002
56441,0.035999999999999997
56442,0.27975971326072407
56443,0.2607354157336268
56444,0.26920312653497419
56445,0.29850540879052073
56446,0.16
56447,0.112
56448,0.016
56449,0.058000000000000003
56450,0.075999999999999998
56451,0.26920312653497419
56452,0.108
56453,0.28356401336824422
56454,0.056000000000000001
56455,0.1876660692764103
56456,0.25842313542797735
56457,0.23516958510237895
56458,0.124
56459,0.032000000000000001
56460,0.016
56461,0.045999999999999999
56462,0.1876660692764103
56463,0.059999999999999998
56464,0.0060000000000000001
56465,0.058000000000000003
56466,0.028000000000000001
56467,0.27566287186783339
56468,0.17199999999999999
56469,0.043999999999999997
56470,0.042000000000000003
56471,0.188
56472,0.27795530625704112
56473,0.048000000000000001
56474,0.056000000000000001
56475,0.15856814333066432
56476,0.28595812080387428
56477,0.02
56478,0.075999999999999998
56479,0.27360447378035896
56480,0.043999999999999997
56481,0.025999999999999999
56482,0.051999999999999998
56483,0.040000000000000001
56484,0.25572900128517179
56485,0.13770685645404687
56486,0.25328855763108116
56487,0.14000000000000001
56488,0.025999999999999999
56489,0.10365501774236098
56490,0.035999999999999997
56491,0.1876660692764103
56492,0.21697278893501398
56493,0.13770685645404687
56494,0.0060000000000000001
56495,0.078
56496,0.16431096139812526
56497,0.11799999999999999
56498,0.2428529916688133
56499,0.2385038549282614
56500,0.01
56501,0.053999999999999999
56502,0.27975971326072407
56503,0.050000000000000003
56504,0.29850540879052073
56505,0.106
56506,0.01
56507,0.25191843918627854
56508,0.014
56509,0.2155280610337163
56510,0.122
56511,0.2924019208227176
56512,0.28356401336824422
56513,0.29850540879052073
56514,0.28356401336824422
56515,0.28356401336824422
56516,0.021999999999999999
56517,0.1676113752237342
56518,0.37115427280232105
56519,0.1676113752237342
56520,0.01
56521,0.021999999999999999
56522,0.032000000000000001
56523,0.28199999999999997
56524,0.2924019208227176
56525,0.2854844502245632
56526,0.02
56527,0.075999999999999998
56528,0.12
56529,0.22586228267306946
56530,0.14311355979300092
56531,0.012
56532,0.2840209831993043
56533,0.053999999999999999
56534,0.108
56535,0.22256243070768433
56536,0.26092229064525191
56537,0.24887961665976183
56538,0.091999999999999998
56539,0.053999999999999999
56540,0.080000000000000002
56541,0.25163637562967822
56542,0.27975971326072407
56543,0.034000000000000002
56544,0.066000000000000003
56545,0.26783980484392145
56546,0.035999999999999997
56547,0.20200000000000001
56548,0.017999999999999999
56549,0.24887961665976183
56550,0.24683030140422757
56551,0.3307821983437349
56552,0.2282551406705226
56553,0.25328855763108116
56554,0.016
56555,0.17399999999999999
56556,0.45167658403687783
56557,0.186
56558,0.17218341650986085
56559,0.112
56560,0.048000000000000001
56561,0.032000000000000001
56562,0.034000000000000002
56563,0.112
56564,0.017999999999999999
56565,0.024
56566,0.38200171723782389
56567,0.01
56568,0.2172370829760327
56569,0.058000000000000003
56570,0.25328855763108116
56571,0.024
56572,0.2840209831993043
56573,0.2840209831993043
56574,0.24683030140422757
56575,0.17799999999999999
56576,0.0040000000000000001
56577,0.050000000000000003
56578,0.098000000000000004
56579,0.24887961665976183
56580,0.037999999999999999
56581,0.037999999999999999
56582,0.13518041567787958
56583,0.068000000000000005
56584,0.1676113752237342
56585,0.025999999999999999
56586,0.35273690205293318
56587,0.25642719099704836
56588,0.016
56589,0.096000000000000002
56590,0.108
56591,0.29850540879052073
56592,0.02
56593,0.0040000000000000001
56594,0.0040000000000000001
56595,0.114
56596,0.017999999999999999
56597,0.17530388082232884
56598,0.14199999999999999
56599,0.034000000000000002
56600,0.23400000000000001
56601,0.13518041567787958
56602,0.029999999999999999
56603,0.056000000000000001
56604,0.014
56605,0.184
56606,0.0080000000000000002
56607,0.21106874333032899
56608,0.024
56609,0.02
56610,0.27975971326072407
56611,0.16200000000000001
56612,0.2840209831993043
56613,0.26920312653497419
56614,0.016
56615,0.14799999999999999
56616,0.26952179432113532
56617,0.13
56618,0.1707696269416861
56619,0.071999999999999995
56620,0.26920312653497419
56621,0.23759273916102164
56622,0.57615946911910765
56623,0.29897018005991471
56624,0.040000000000000001
56625,0.02
56626,0.33133126597940404
56627,0.066000000000000003
56628,0.25572900128517179
56629,0.075999999999999998
56630,0.15114562797262818
56631,0.26783980484392145
56632,0.051999999999999998
56633,0.23768495294479416
56634,0.0040000000000000001
56635,0.051999999999999998
56636,0.034000000000000002
56637,0.053999999999999999
56638,0.042000000000000003
56639,0.043999999999999997
56640,0.27795530625704112
56641,0.017999999999999999
56642,0.15856814333066432
56643,0.28177220931170011
56644,0.26092229064525191
56645,0.27313929723292024
56646,0.26783980484392145
56647,0.3307821983437349
56648,0.2282551406705226
56649,0.128
56650,0.2854844502245632
56651,0.034000000000000002
56652,0.032000000000000001
56653,0.10199999999999999
56654,0.050000000000000003
56655,0.15850525781854619
56656,0.082716481109043061
56657,0.0060000000000000001
56658,0.028000000000000001
56659,0.26783980484392145
56660,0.54630997106318302
56661,0.22641563294872352
56662,0.02
56663,0.2840209831993043
56664,0.26783980484392145
56665,0.028000000000000001
56666,0.10000000000000001
56667,0.13600000000000001
56668,0.35900945229492132
56669,0.124
56670,0.025999999999999999
56671,0.029999999999999999
56672,0.25163637562967822
56673,0.042000000000000003
56674,0.29897018005991471
56675,0.27795530625704112
56676,0.23895047020697535
56677,0.26920312653497419
56678,0.012
56679,0.070000000000000007
56680,0.064000000000000001
56681,0.20999999999999999
56682,0.016
56683,0.098000000000000004
56684,0.002177994227994228
56685,0.042000000000000003
56686,0.33133126597940404
56687,0.13471088657900304
56688,0.0060000000000000001
56689,0.053999999999999999
56690,0.016
56691,0.032000000000000001
56692,0.108
56693,0.16431096139812526
56694,0.025999999999999999
56695,0.016
56696,0.15850525781854619
56697,0.082000000000000003
56698,0.078
56699,0.032000000000000001
56700,0.017999999999999999
56701,0.23516958510237895
56702,0.2840209831993043
56703,0.042000000000000003
56704,0.2840209831993043
56705,0.032000000000000001
56706,0.26920312653497419
56707,0.062
56708,0.068000000000000005
56709,0.02
56710,0.3307821983437349
56711,0.13400000000000001
56712,0.40747869352869348
56713,0.122
56714,0.012
56715,0.045999999999999999
56716,0.012
56717,0.2854844502245632
56718,0.021999999999999999
56719,0.16431096139812526
56720,0.034000000000000002
56721,0.042000000000000003
56722,0.23895047020697535
56723,0.017999999999999999
56724,0.01
56725,0.053999999999999999
56726,0.0060000000000000001
56727,0.18377202734202222
56728,0.10000000000000001
56729,0.27975971326072407
56730,0.2840209831993043
56731,0.040000000000000001
56732,0.014
56733,0.18586351497031042
56734,0.23516958510237895
56735,0.35947436671558114
56736,0.20599999999999999
56737,0.028000000000000001
56738,0.029999999999999999
56739,0.26952179432113532
56740,0.016
56741,0.13471088657900304
56742,0.021999999999999999
56743,0.2172370829760327
56744,0.23768495294479416
56745,0.31721399711399711
56746,0.26406361135927875
56747,0.33133126597940404
56748,0.037999999999999999
56749,0.029999999999999999
56750,0.021999999999999999
56751,0.2172370829760327
56752,0.25328855763108116
56753,0.28177220931170011
56754,0.050000000000000003
56755,0.0040000000000000001
56756,0.043999999999999997
56757,0.27975971326072407
56758,0.017999999999999999
56759,0.035999999999999997
56760,0.0060000000000000001
56761,0.032000000000000001
56762,0.24887961665976183
56763,0.2840209831993043
56764,0.25650000000000001
56765,0.040000000000000001
56766,0.0040000000000000001
56767,0.080000000000000002
56768,0.01
56769,0.27975971326072407
56770,0.066478893444876438
56771,0.042000000000000003
56772,0.2854844502245632
56773,0.2854844502245632
56774,0.0759141393975621
56775,0.27975971326072407
56776,0.0040000000000000001
56777,0.050000000000000003
56778,0.2840209831993043
56779,0.2385038549282614
56780,0.034000000000000002
56781,0.01
56782,0.26092229064525191
56783,0.25328855763108116
56784,0.22270030041166292
56785,0.053999999999999999
56786,0.19119237694727514
56787,0.15806419694055157
56788,0.071999999999999995
56789,0.014
56790,0.028000000000000001
56791,0.021999999999999999
56792,0.035999999999999997
56793,0.21941019112678264
56794,0.2854844502245632
56795,0.13770685645404687
56796,0.26783980484392145
56797,0.2385038549282614
56798,0.035999999999999997
56799,0.22231325477342731
56800,0.087894926049183225
56801,0.27566287186783339
56802,0.014
56803,0.14162465549231623
56804,0.26092229064525191
56805,0.096000000000000002
56806,0.25173714435943989
56807,0.28177220931170011
56808,0.58237079683971482
56809,0.025999999999999999
56810,0.19119237694727514
56811,0.16431096139812526
56812,0.025999999999999999
56813,0.091999999999999998
56814,0.2840209831993043
56815,0.114
56816,0.26783980484392145
56817,0.13772331458022041
56818,0.0080000000000000002
56819,0.043999999999999997
56820,0.26920312653497419
56821,0.029999999999999999
56822,0.2172370829760327
56823,0.20020643807358743
56824,0.025999999999999999
56825,0.21096303840373259
56826,0.034000000000000002
